episode,collision,total_reward,avg_speed_ms,lane_changes,speed_compliance
1,False,32.52003740397941,0.29666585,13,1.0
2,True,9.32890618038279,0.35397795,7,1.0
3,True,16.439871156014505,0.31864274,9,1.0
4,True,3.29035084164384,0.28347033,1,1.0
5,True,8.597978253415972,0.35198852,3,1.0
6,True,24.029652472431454,0.29158688,16,1.0
7,True,4.460307179357841,0.322601,2,1.0
8,True,3.398501054630814,0.28289083,2,1.0
9,True,15.86204151688062,0.32883322,6,1.0
10,True,11.932215197815665,0.2798413,5,1.0
