episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,38.90795583165057,40,29.724235505587767,16,1.8657807300998865,29.1455588268693,9.093920783654788,1.3109599370729288,0.07499999812500005,False,True
2,34.543041258471234,40,26.72423558058775,9,1.942646339512208,29.1455588268693,46.03403760894679,1.1354590441417642,0.04999999875000003,False,True
3,36.98017632162502,40,28.77573730585794,20,1.4920937179370972,25.0,7.041105991756504,1.430561798995202,0.09999999750000006,False,True
4,37.55456105938538,40,29.021231732037702,17,1.9420435776546063,25.0,9.988539726124001,1.22916324032902,0.04999999875000003,False,True
5,37.66518647794087,40,29.599235508803535,15,2.2449145177833003,29.1455588268693,9.70732680388807,1.5018695380761058,0.04999999875000003,False,True
6,37.12574332951484,40,28.974235524340486,19,2.250967438029787,29.1455588268693,7.1031592578997,1.3709347553784645,0.07499999812500005,False,True
7,38.372993984992334,40,29.724235523777857,17,1.8657803019099677,29.1455588268693,5.793444016483707,1.365029949393078,0.1499999962500001,False,True
8,34.81568260431583,40,25.52576300342241,9,2.5232090615307383,29.1455588268693,18.888342786886252,2.2059365729795926,0.0,False,True
9,38.08484262006312,40,29.724235505587757,17,1.8657807050915003,29.1455588268693,6.964587569950618,1.4950639462782782,0.04999999875000003,False,True
10,18.04858282983405,20,28.504632934165347,11,4.01050050512954,25.0,11.949401673924422,0.925282778784632,0.09999999500000024,True,False
11,39.03713067462787,40,29.849235502462758,19,1.8363874172144279,29.1455588268693,7.081011025535458,1.410726446209322,0.04999999875000003,False,True
12,15.118989865905585,17,27.962337029284676,7,4.32998191102925,25.0,5.121460451276768,0.9831717286967433,0.17647057785467188,True,False
13,34.377347689318384,40,25.474367281633885,14,2.6432413110577233,25.0,15.889514597944176,1.1198101477081168,0.07499999812500005,False,True
14,7.7250266189108086,9,27.787279699396834,3,9.693698761562136,29.1455588268693,4.084613288807484,0.9358554863236324,0.22222219753086697,True,False
15,38.17393183901633,40,29.724235521123052,16,1.6291341555168763,25.0,8.374604925150662,1.5138128299105817,0.024999999375000016,False,True
16,10.531668780377984,12,29.591896140792016,3,5.179815358806439,29.1455588268693,6.436709276169107,0.5198497781034755,0.08333332638888948,True,False
17,37.45546025591222,40,29.22423551808783,21,1.8657807300983755,25.0,8.090884489153478,1.4407899245591616,0.07499999812500005,False,True
18,7.525588304754849,9,27.936429565772485,2,8.425852298469962,29.1455588268693,3.12317520798296,0.6632877741644361,0.44444439506173394,True,False
19,12.53997185328653,14,28.3627293298615,9,4.7779436403209585,25.0,4.640914329799582,0.6368513212496718,0.14285713265306196,True,False
20,35.862145283647,39,29.23314507576853,17,2.274583067160619,29.1455588268693,5.634389371603464,0.9301819735429929,0.10256409993425386,True,False
21,38.53850711076338,40,29.224235518103654,9,2.6575998568718786,29.1455588268693,9.189108710507124,1.9310400981617246,0.024999999375000016,False,True
22,35.64470047252217,40,26.599235583712847,13,1.7353986048529664,25.0,8.269584838066537,1.3741154179730801,0.07499999812500005,False,True
23,36.45810517021089,40,28.650758638757278,11,1.699873756829082,29.1455588268693,6.35944796315383,1.027935340589169,0.024999999375000016,False,True
24,5.903194649853502,7,27.439742713147808,3,10.740320330520575,29.1455588268693,2.0370359400624465,0.7454092297196786,0.57142848979593,True,False
25,38.86056941396057,40,29.84923550246276,18,1.8364124625572544,29.1455588268693,6.260601533051967,1.5079070331318742,0.024999999375000016,False,True
26,38.173101291460085,40,29.849235502462758,17,1.8364124619335347,29.1455588268693,8.159337878127824,0.9878607889597617,0.07499999812500005,False,True
27,10.432104958945486,12,28.452322161725515,6,6.319389432837437,29.1455588268693,4.536164506033166,0.648337583754387,0.2499999791666684,True,False
28,3.8855132758187962,5,28.346890358227114,3,13.10454046103026,29.1455588268693,3.3492864626097356,0.4765691830122827,0.599999880000024,True,False
29,38.11017462193187,40,29.97423549933776,14,1.4572779413434649,29.1455588268693,7.774335132927405,2.0898444806061978,0.0,False,True
30,38.19672651639764,40,28.974253741084418,15,2.4497558339496637,25.0,5.5956834999979765,1.582415272441352,0.09999999750000006,False,True
31,15.753055265852723,18,27.003603910214377,7,4.3169131625216455,29.1455588268693,20.782417194723855,1.6548594733569175,0.11111110493827195,True,False
32,37.99617766524315,40,29.849235502462758,16,1.25,25.0,8.461024265615297,1.3501999771703665,0.12499999687500009,False,True
33,38.487607690078555,40,29.97423549933776,14,1.4572779413434649,29.1455588268693,8.88714619377727,1.0543382075578325,0.07499999812500005,False,True
34,33.06184309641646,40,24.52503273619521,9,1.8840086121046173,25.0,6.721134681550541,1.2290899103711173,0.024999999375000016,False,True
35,3.9032233495849353,5,26.415556567033324,3,15.035874638490807,29.1455588268693,2.556910765929014,0.6503011317845232,0.599999880000024,True,False
36,22.209233226192595,28,24.29947339776289,7,4.147412517749082,29.1455588268693,27.58402764308181,0.5661601771966177,0.035714284438775556,True,False
37,37.10249165390708,40,28.974235524338216,19,2.2459453481233433,29.1455588268693,9.801182958401933,1.2903758664529221,0.07499999812500005,False,True
38,36.80063245006682,40,28.099260521635163,13,2.2128855289319658,25.0,7.840834725035011,1.6929917449607557,0.024999999375000016,False,True
39,37.8642857799065,40,29.97423549933776,16,1.4572779413434649,29.1455588268693,8.443632742322368,0.9401101287587568,0.12499999687500009,False,True
40,2.8372692068079775,4,25.309387763176495,3,15.653988644359792,25.0,10.12805792091521,0.6746432497523389,0.49999987500003124,True,False
