episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,38.32866838117938,40,29.724235505587767,17,1.8657807300998865,29.1455588268693,6.1605989073712255,0.9079943257554988,0.04999999875000003,False,True
2,16.087998924180543,19,26.067678356614554,6,4.103342721427903,25.0,9.3364432672033,1.1980911302125359,0.15789472853185638,True,False
3,36.774267415396565,40,28.599235533712758,15,1.8718338231494893,29.1455588268693,8.938620415616507,1.764276448851818,0.024999999375000016,False,True
4,35.26954946507934,40,26.09938551648093,14,2.7601374492246817,29.1455588268693,11.29990110402754,3.0119682921104642,0.0,False,True
5,12.362443822157626,14,27.585986530443503,9,6.007302551941576,25.0,6.055127909925097,0.6356563442645697,0.07142856632653098,True,False
6,23.41683660850608,25,29.004110672073526,6,3.4146289013849516,25.0,6.270751196624053,0.6863953560607533,0.07999999680000013,True,False
7,23.62879173467101,26,28.209133647688134,12,2.9970160652275855,25.0,9.876249335820109,1.433010537382317,0.11538461094674572,True,False
8,4.125606659945811,5,29.79391406799783,2,11.657516461854806,29.1455588268693,7.893160934678237,0.45735679246624444,0.199999960000008,True,False
9,9.048440035247696,12,23.42191909107218,2,7.643554590611373,29.1455588268693,522.2715645062071,3.0471786097240314,0.0,True,False
10,37.61559083402364,40,29.099363983322963,18,2.4194776291627935,25.0,9.286294429618135,1.7257639924850867,0.024999999375000016,False,True
11,38.95807374930633,40,29.724235505587764,12,1.629134521213714,25.0,9.949530595308184,1.8595957417408446,0.024999999375000016,False,True
12,38.19340622189369,40,29.499977291099515,22,1.6640386814190506,29.1455588268693,6.949905330708502,0.6538347394457469,0.12499999687500009,False,True
13,13.950113133826088,16,27.454625705630004,5,5.136366349334713,29.1455588268693,5.172210245360876,2.016014553619894,0.0,True,False
14,34.83482052725477,40,25.64998876856469,11,2.9728381199101763,29.1455588268693,12.370330782149294,1.7443597069707377,0.04999999875000003,False,True
15,34.01390611724846,40,25.25440199970895,10,2.1827485917946765,25.0,41.4832981762913,1.025769560269484,0.024999999375000016,False,True
16,37.64794011946313,40,29.02060793042669,14,2.1883503631884933,25.0,7.681610844389766,1.8870868112055135,0.024999999375000016,False,True
17,34.88157847914352,40,26.27576309441173,10,2.0791117652361946,29.1455588268693,7.806782092844215,1.1543047172565206,0.07499999812500005,False,True
18,13.26138017974983,15,29.44896383572125,4,4.368405374441988,29.1455588268693,4.953839912367171,0.650640391613549,0.13333332444444504,True,False
19,23.481994104841004,30,23.694595211579944,9,4.579977653448743,29.1455588268693,14.176318058324815,1.4346468623174473,0.033333332222222255,True,False
20,35.17834946848601,40,27.145607980503677,16,2.7557556282802564,29.1455588268693,6.734621510923919,1.7106087365564948,0.04999999875000003,False,True
21,22.741711870170256,24,29.170527417399587,7,2.661531781651171,25.0,14.445723982867307,0.927577346712537,0.08333332986111125,True,False
22,5.735951035205002,7,28.61206725091024,4,9.567995625283213,29.1455588268693,8.031266503043364,0.9258458196623081,0.4285713673469475,True,False
