episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,37.89814020912913,80,31.92570880123139,22,1.5772318549950906,27.28503093719483,3.8829505703832963,1.0268721306112423,0.11249999859375003,False,True
2,4.1379470734421275,11,31.218314212616303,2,5.331679058074959,27.264096323649092,4.233808805570275,0.8993857226633635,0.2727272479338866,False,True
3,9.164896893492724,23,30.17824719079951,5,3.0944907589235178,27.290036392211924,4.673242433744406,1.6637166872085745,0.21739129489603065,False,True
4,18.534728019040372,44,31.084150475572233,13,2.383707355369221,27.323831113179526,4.508721164482102,1.3214697098961057,0.20454544989669432,False,True
5,40.40965296428494,80,31.727890119722257,10,1.4862246986230194,27.332995096842456,11.236803970677077,1.5770667442356503,0.012499999843750002,False,True
6,15.868339905673107,34,30.590428270740425,5,2.4350234545913425,27.333224741617837,5.469808553036816,1.219728245848695,0.1470588192041524,False,True
7,42.68837994807485,80,32.03568821956487,13,1.5740181187788669,27.33216196695964,6.3376324822107595,1.791318197416792,0.024999999687500003,False,True
8,0.6862961715794267,15,29.968619654266632,5,4.338978554624387,27.237763722737622,3.952451769640636,0.7161371179909108,0.3333333111111126,True,False
9,41.175267927976066,80,31.565297652896884,18,1.6137977536519368,27.331072934468594,4.368022426544935,1.0033034635079805,0.14999999812500003,False,True
10,8.43134705522266,21,30.943999851447686,2,3.2731864520481664,27.284046936035146,3.7633981384097335,1.1847024202889909,0.28571427210884415,False,True
11,23.352541050340452,52,30.750735091347227,13,1.7882418980965247,27.016715939839678,4.779745788855307,1.3003257347208363,0.13461538202662726,False,True
12,39.90775928807106,80,31.868740920422894,15,1.5136192035675058,27.32864430745443,5.268350537468061,1.4738491603725565,0.04999999937500001,False,True
13,9.507513305435703,26,30.260964626620844,6,2.765835975989317,27.324257914225264,28.829441306431608,1.3596793582078812,0.11538461094674572,False,True
14,41.26953317259248,80,33.24155352031307,19,1.749434655083546,27.113654518127436,4.874849444330891,1.2145395466597075,0.11249999859375003,False,True
15,39.04344181736638,80,31.77010432803589,16,1.6786428987979867,27.323451487223306,3.8878520455029895,1.2407664167131434,0.13749999828125004,False,True
16,39.84227247969859,80,31.477808894234517,12,1.486327828764916,27.322604115804033,6.249455788178504,1.0644590969493994,0.12499999843750002,False,True
17,37.96747682263779,80,32.28312454837982,24,1.5541680872440342,27.294945271809897,5.5786227224930816,1.5652206536395998,0.04999999937500001,False,True
18,39.96775877106827,80,32.35464003889208,17,1.5709237611293818,27.306374994913735,5.008591250577425,0.5460856245214732,0.09999999875000001,False,True
19,4.867761999418662,13,28.838520155976607,0,4.44648496676714,27.314498901367188,3.864371020522753,1.3420834026799424,0.15384614201183525,False,True
20,8.726991851774018,32,30.16375730199642,8,2.58312875032425,27.33309567769369,3.2068137368333822,0.6553781969692605,0.24999999218750027,True,False
