episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,9.33247564753667,21,30.914262343242303,3,3.552837299165271,27.2883986155192,6.0510620254768925,1.3583284013933425,0.19047618140589612,False,True
2,38.00525555801906,75,32.90036805769338,23,1.6784152823554108,27.32244078318279,4.658872758832129,1.1429171740132968,0.14666666471111114,False,True
3,39.1416758569651,80,31.64694539704853,19,1.658560232321421,27.15987497965495,5.762586609425009,0.978517353056808,0.04999999937500001,False,True
4,40.489093437301776,80,32.21715247711979,21,1.6737288538614894,26.87074953715007,4.956956884873983,0.9087425518960909,0.13749999828125004,False,True
5,28.788662656579433,66,31.597398164797948,13,1.9717943502149302,27.328813425699863,4.8939103218735855,0.8134225281504707,0.21212120890725442,True,False
6,40.68880287735857,80,32.196101038733424,18,1.6495612335205085,27.319280497233066,5.349405397115831,1.1644007471760012,0.08749999890625001,False,True
7,43.84888631800225,80,32.741150450528636,16,1.5818380908171341,27.333199373881016,6.875122421353537,0.84990775239952,0.04999999937500001,False,True
8,13.795686941542986,31,32.20452006548545,8,2.5670962538770454,26.43623046874999,4.530393320475448,0.7211324468444589,0.3225806347554634,False,True
9,33.070051821998945,70,31.491846168768866,17,1.5328225935073119,26.859687868754072,4.690916652603287,0.780112035341365,0.1285714267346939,False,True
10,42.732786939054165,80,33.38939189937124,14,1.5383544089396797,27.32313372294107,5.356422132816287,1.1843740191167007,0.03749999953125001,False,True
11,38.187291081619065,80,31.723470215823575,19,1.7952703984578435,27.333331998189287,6.152598948853303,1.459535934056353,0.08749999890625001,False,True
12,40.60440093988517,80,32.27628808525232,17,1.5462017110983552,27.22924016316733,5.186541648942825,1.320789301947068,0.06249999921875001,False,True
13,39.057864437231146,80,31.873044906004516,18,1.6701194338003824,27.25205421447754,10.188839321245101,1.009174597616986,0.11249999859375003,False,True
14,40.05357580093005,80,32.43400085795509,15,1.6908884658416086,27.269557507832847,6.451844110148414,1.4568780647115225,0.06249999921875001,False,True
15,19.472841356519908,39,31.552151818931705,5,2.1694187840844834,27.291646130879727,4.2512111982774,0.7968053634313362,0.2307692248520712,False,True
16,15.927517565450781,38,31.092921502884046,11,2.1664831500304373,27.328662999471035,4.476405842308065,1.61447368998556,0.07894736634349037,False,True
17,39.09243135050432,80,31.91404711090358,17,1.5007172365983321,27.333228302001963,5.01784633470573,1.5327497297072024,0.11249999859375003,False,True
18,1.011179794353894,13,30.657570879185187,3,4.838150563932893,27.333329772949224,9.63680356462361,0.4326492358884977,0.23076921301775286,True,False
19,40.870701318202144,80,32.44112163304914,16,1.4727366590499884,27.08260262807211,4.388940451182217,0.9870271938239354,0.09999999875000001,False,True
20,37.615004291103475,76,33.31562071703237,20,1.7379664554930556,27.22579148610433,4.620925647075933,1.1630828942536249,0.17105262932825488,False,True
