,Value
episode,10.5
total_reward,21.50871109158802
steps,80.0
avg_speed_ms,0.23806869983673096
lane_changes,45.1
avg_jerk,0.010490559972822666
max_jerk,0.2744640111923218
avg_ttc,-1.0
min_ttc,-1.0
ttc_violation_rate,0.0
collision,0.0
success,0.0
