,Value
episode,10.5
total_reward,24.543588634900328
steps,56.7
avg_speed_ms,31.95220917447158
lane_changes,17.25
avg_jerk,2.4741012837076024
max_jerk,27.31135913213094
avg_ttc,5.284567758564096
min_ttc,0.769210226721887
ttc_violation_rate,0.18271304127201016
collision,0.15
success,0.85
