episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,39.29179681779256,80,32.027062495158326,20,1.2303912981351197,27.11727053324382,4.980044240275856,1.0743393742615168,0.09999999875000001,False,True
2,34.46594619159608,80,30.665678041911526,14,1.1504055347045257,27.173545519510913,8.335679786276827,1.1815512790102147,0.04999999937500001,False,True
3,6.393804093467052,18,30.37283769016465,3,3.5283409065670432,26.986141141255693,29.27181444550079,1.0216313840841311,0.055555552469135974,False,True
4,39.840300728498114,80,32.34966871633833,15,1.2405269690354657,27.086172358194975,5.834345987224436,0.966479384791058,0.09999999875000001,False,True
5,38.94673515513415,80,31.544114289763787,12,1.3137973946332968,27.290664800008145,8.211625104022128,1.588558753618151,0.03749999953125001,False,True
6,40.44307621935119,80,32.08936444463558,13,1.1911181863149007,27.192076873779307,7.299955941310674,0.8195423902449186,0.08749999890625001,False,True
7,4.067630918978259,22,30.602113612872852,2,3.088287550865199,27.223923619588213,6.218787787909332,1.2823097847681326,0.18181817355371938,True,False
8,2.0162315272826046,16,31.896923294006914,6,4.087493588407833,27.017106246948252,3.8311107415171173,0.6175933832623127,0.18749998828125072,True,False
9,42.85298886432118,80,32.449676084407784,13,1.0990360860029855,27.155567359924326,8.659923495037022,0.8864609536009499,0.04999999937500001,False,True
10,40.20216749027283,80,31.750752049568376,12,1.0573587997754377,26.841128921508794,11.382040094618013,1.3197456834405243,0.07499999906250002,False,True
11,37.45018002405365,80,31.09799366245331,9,1.0718415633837366,26.966603088378896,8.947907774702758,1.2628660672862504,0.024999999687500003,False,True
12,13.871314885397627,38,31.75489943344918,1,2.1212173092012367,27.257723681131992,10.09625074920778,1.212967825830479,0.05263157756232691,True,False
13,37.5050406950635,80,32.19055761252742,22,1.213602395852405,26.989171918233232,5.232417461164677,0.8730894049774531,0.13749999828125004,False,True
14,11.13514990285267,30,31.982591698812467,1,2.4732950507885643,27.235866038004556,5.512344769468746,0.6048542733798633,0.19999999333333354,True,False
15,13.763997816033545,29,32.011184034693066,8,2.2778876184046957,27.185101191202808,4.646101711903939,0.6207377682051636,0.06896551486325811,False,True
16,37.31731048821428,80,31.19311639636729,12,1.1108899676799768,27.16924012502035,6.616607139329332,1.4222705443503465,0.024999999687500003,False,True
