episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,21.46898547541674,72,28.04538360316161,10,1.2675991959041997,27.173833465576177,9.043746172803743,1.1339022854590686,0.027777777391975313,False,True
2,38.6540245140898,80,31.89999236822648,17,1.269227080742519,27.26548309326173,6.656154403641411,0.6286569024291709,0.09999999875000001,False,True
3,29.884802292063032,74,31.0076248007069,14,1.2590555271658466,27.106345494588208,4.631088300486352,1.0656864538318922,0.09459459331628928,True,False
4,37.173468103637965,80,32.74477718141537,18,1.249160331792301,27.14526049296062,4.3450757675750955,0.909424631297102,0.19999999750000003,True,False
5,7.78861297593795,28,30.777691030085187,4,2.4310532401686507,26.487925020853677,21.37245919820821,0.7713242505803861,0.28571427551020445,True,False
6,39.25165401963275,80,31.876893336272122,19,1.1490640556812308,26.92326831817627,7.879050500713708,1.1651838367047749,0.04999999937500001,False,True
7,2.3898562337495104,45,24.638191342447673,11,1.7655439630673277,27.14996019999187,11.91305744568171,1.4756529517385761,0.0888888869135803,True,False
8,35.80660695362322,80,31.12111202478985,15,1.238855061332385,27.1781410853068,6.2634916312006625,0.9836255923970828,0.14999999812500003,False,True
9,28.071234424951097,80,29.167069637172755,17,1.192172251939774,27.1284372329712,18.703678231538277,0.9459832291249536,0.08749999890625001,False,True
10,39.46012853657454,80,32.35404242147198,20,1.2165154172976813,27.08478647867839,5.221965652190368,1.373827397414649,0.03749999953125001,False,True
11,18.509380482423715,50,31.128993897075134,9,1.9892974801618766,27.252812131245943,9.847548181607692,0.6035965373837832,0.13999999720000006,True,False
12,19.502742587114724,80,25.35334032613152,11,1.0851196293036143,27.04314867655437,7.922969630132434,0.6879573730919657,0.03749999953125001,False,True
13,37.587991407248936,78,31.80542106852083,19,1.1752351679353614,27.219113985697437,6.987908212285632,0.865312189778796,0.12820512656147273,False,True
14,20.99008950668926,46,31.980810251768595,9,1.85741638791734,27.112141799926768,6.139069794308591,0.6364082813373371,0.1521739097353498,False,True
15,23.38846002838715,60,31.97815336257042,12,1.504413381944789,26.71179084777831,4.413136056392387,0.4325429757762887,0.08333333194444448,True,False
16,33.629012587090166,69,32.72161121537361,17,1.3809730658784567,27.053322919209805,4.144996573388064,0.9224972917321839,0.13043478071833653,False,True
17,3.5937401346375535,11,30.779878589597597,3,5.340803149252229,27.148010889689136,5.463788029986649,1.208148248779043,0.09090908264462885,False,True
18,36.0651599015104,80,31.8953137287141,16,1.426464420358344,27.209894816080737,6.935085384044193,0.8154085572379056,0.12499999843750002,False,True
19,35.290116702748854,80,30.51765454987599,7,1.153448980251948,27.19314409891763,12.570726228944457,1.6029827702317765,0.024999999687500003,False,True
20,0.18319682471056603,5,29.597047271457665,3,10.569746507008876,26.67764631907146,9.744506113731244,3.350781578501407,0.0,False,True
