,Value
episode,25.5
total_reward,29.46480115413666
steps,40.0
avg_speed_ms,20.762023606031057
lane_changes,3.44
avg_jerk,1.6497271682105425
max_jerk,21.769096298437614
avg_ttc,410.2958385822141
min_ttc,11.599302957081168
ttc_violation_rate,0.0
collision,0.0
success,1.0
