,Value
episode,10.5
total_reward,27.56998688466847
steps,38.2
avg_speed_ms,20.634899069164042
lane_changes,5.2
avg_jerk,2.2329385702270956
max_jerk,21.69930362099042
avg_ttc,484.97479665759795
min_ttc,12.38860448197519
ttc_violation_rate,0.0
collision,0.05
success,0.95
