,Value
episode,10.5
total_reward,28.76380290389061
steps,40.0
avg_speed_ms,20.46458194391335
lane_changes,4.5
avg_jerk,1.5021979686252755
max_jerk,21.69930362099042
avg_ttc,362.22991565340584
min_ttc,13.639732935096523
ttc_violation_rate,0.0
collision,0.0
success,1.0
