,Value
episode,10.5
total_reward,29.438114166259766
steps,40.0
avg_speed_ms,20.68404003397034
lane_changes,2.6
avg_jerk,1.6189702834584925
max_jerk,22.0430167807311
avg_ttc,281.9389764693773
min_ttc,13.950004095820077
ttc_violation_rate,0.0
collision,0.0
success,1.0
