episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,29.735332012176514,40,20.525763238162277,3,1.5822779413434647,25.0,27.479511796284033,24.73717685228888,0.0,False,True
2,28.670034646987915,40,20.150763247537277,3,1.2031434201296598,21.562868402593203,98.7900086170821,27.028736041100807,0.0,False,True
3,29.494148194789886,40,21.025763225035384,4,2.0280639189413496,21.562868402593203,127.95048457812271,4.841742326113679,0.0,False,True
4,29.136677980422974,40,20.150763247537277,3,1.2031434201296598,21.562868402593203,49.19050455503608,21.36258871210117,0.0,False,True
5,29.977403223514557,40,22.77060874704012,8,2.2911775691633083,21.562868402593203,64.24107110044976,3.9418952203965527,0.0,False,True
6,29.115658938884735,40,20.150763247537277,4,1.2031434201296598,21.562868402593203,289.4481859000763,6.178855701083975,0.0,False,True
7,30.692112624645233,40,21.775763206894116,4,2.5732570569562028,21.562868402593203,50.285185752658954,3.7963489445630807,0.0,False,True
8,29.291586816310883,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,135.3899757967662,16.654827334616883,0.0,False,True
9,30.11380785703659,40,21.150758954640903,4,2.1597449315538926,21.562868402593203,539.1448530027435,9.40930119643334,0.0,False,True
10,29.24970006942749,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,125.715469627929,16.661127185304363,0.0,False,True
11,28.713657438755035,40,20.650763235037278,6,1.6175173778997363,21.562868402593203,157.17636859747256,4.530316912048306,0.0,False,True
12,29.360815048217773,40,20.150763247537277,0,1.2031434201296598,21.562868402593203,95.30201291704113,13.970915800898197,0.0,False,True
13,29.115658938884735,40,20.150763247537277,4,1.2031434201296598,21.562868402593203,417.52296498769306,12.27315044667654,0.0,False,True
14,29.360815048217773,40,20.150763247537277,0,1.2031434201296598,21.562868402593203,770.2843539185026,27.379410486503637,0.0,False,True
15,29.403234899044037,40,20.27576324441228,2,1.5822528960006224,21.562868402593203,212.54341247287124,9.253483452144465,0.0,False,True
16,29.894148290157318,40,20.65076323503728,1,1.6814495179486062,21.562868402593203,1686.871526583455,7.972230874292729,0.0,False,True
17,29.027458429336548,40,20.150763247537277,4,1.2031434201296598,21.562868402593203,689.51487899707,5.546816944794273,0.0,False,True
18,28.22481107711792,40,21.02574125435528,10,1.6175918207700846,21.562868402593203,293.61415707846874,6.386856319372261,0.0,False,True
19,29.449023187160492,40,20.27576324441228,1,1.5814203060309358,21.562868402593203,1403.3087026555713,18.870023052824536,0.0,False,True
20,29.535354614257812,40,20.275139442801265,3,1.5792513943783661,21.562868402593203,641.4981176288729,35.39381337425898,0.0,False,True
21,29.224815011024475,40,21.150763222537282,7,1.688304869423168,21.562868402593203,527.4662181453581,9.280706274658586,0.0,False,True
22,30.289448082447052,40,21.374999377917906,4,1.486645783350962,21.562868402593203,77.84096096487423,11.106951898657226,0.0,False,True
23,29.160013020038605,40,20.150763247537277,4,1.2031434201296598,21.562868402593203,1060.1477993187434,14.381382894079177,0.0,False,True
24,30.827325403690338,40,21.524907994092487,1,2.2923998924463675,21.562868402593203,14.045134350973798,7.468322774989622,0.0,False,True
25,29.088919758796692,40,20.90076322878728,8,1.6176941407200716,21.562868402593203,322.45600971290713,10.362758313766495,0.0,False,True
26,29.960009515285492,40,20.900745012027365,4,2.4396337252608733,21.562868402593203,415.2103644587796,4.67433107432894,0.0,False,True
27,30.38232171535492,40,21.15061590525623,2,2.174023584984191,21.562868402593203,262.8593784470085,8.080092602030199,0.0,False,True
28,29.24890524148941,40,20.150763247537277,3,1.2031434201296598,21.562868402593203,35.233348657549975,6.371812153702357,0.0,False,True
29,29.824807107448578,40,21.15076322253728,3,1.6883349004818573,21.562868402593203,145.29079429789232,6.297355709629001,0.0,False,True
30,29.360815048217773,40,20.150763247537277,1,1.2031434201296598,21.562868402593203,1225.2722182022094,7.314199764881448,0.0,False,True
31,29.53512477874756,40,21.650763210037265,5,2.1026839797410477,21.562868402593203,73.00995424781091,7.054221331845002,0.0,False,True
32,29.291586816310883,40,20.150763247537277,3,1.2031434201296598,21.562868402593203,363.44014433768996,29.177467670220285,0.0,False,True
33,29.336701273918152,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,356.7786217451019,17.561823093392903,0.0,False,True
34,29.960681438446045,40,20.7757632282726,2,2.0605848778839704,21.562868402593203,436.98363416680826,6.31117880134284,0.0,False,True
35,30.160814702510834,40,21.275763109763727,1,1.818903584244881,21.562868402593203,215.82589180235087,10.491155134087528,0.0,False,True
36,29.00243216753006,40,20.77576323191228,6,1.6176690696206362,21.562868402593203,204.00910036698937,12.272469392717728,0.0,False,True
37,28.427481710910797,40,20.650763235037278,4,1.6114746037590393,21.562868402593203,869.2944212275836,11.515534842730123,0.0,False,True
38,29.183037281036377,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,23.00162059963256,18.19943192191064,0.0,False,True
39,29.247812390327454,40,22.27576319441228,2,1.8258347244512976,21.562868402593203,17.616641685972212,3.6341200596446734,0.0,False,True
40,29.713097751140594,40,21.150763222430992,6,2.095657027769262,21.562868402593203,858.3345646727105,4.731022201112829,0.0,False,True
41,29.381145477294922,40,20.775763231834745,2,2.0605881937540813,21.562868402593203,390.27549511910956,12.731716310106286,0.0,False,True
42,30.133235216140747,40,21.12147769513113,3,1.9478704139349658,21.562868402593203,1317.1363580154155,5.833886955605112,0.0,False,True
43,29.32905387878418,40,22.02576320066228,9,3.033864104753862,29.1455588268693,113.03732863758839,3.2455543334460923,0.0,False,True
44,29.360815048217773,40,20.150763247537277,0,1.2031434201296598,21.562868402593203,282.64822611486034,7.335447352075008,0.0,False,True
45,29.494148433208466,40,20.27576324441228,1,1.5772592499490252,21.562868402593203,351.51513445103404,17.41307027461929,0.0,False,True
46,28.293349742889404,40,20.150763247537277,6,1.2031434201296598,21.562868402593203,1926.71033918859,16.00379703951941,0.0,False,True
47,29.09414452314377,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,190.11971760591612,13.327055722831412,0.0,False,True
48,29.95605742931366,40,22.275656593415995,6,2.7179968735480173,21.562868402593203,64.39525520932735,2.813207020943223,0.0,False,True
49,30.183037281036377,40,21.65076321003728,3,1.4752050969994486,20.8544411731307,396.6027714897292,10.282390412934701,0.0,False,True
50,29.22748112678528,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,102.96273530602348,8.503067344433678,0.0,False,True
