episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,29.862910389900208,40,20.47939083207335,1,1.420831345026278,21.562868402593203,1266.7638483681387,13.931985921216105,0.0,False,True
2,29.357584357261658,40,21.90076320378719,7,2.166812753191739,21.562868402593203,201.02210769814832,3.6218385043087746,0.0,False,True
3,29.336701273918152,40,20.150763247537277,1,1.2031434201296598,21.562868402593203,753.6181028541554,23.835504002426436,0.0,False,True
4,29.205259442329407,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,220.36761060792375,40.687757274195405,0.0,False,True
5,30.396087765693665,40,20.978535600503555,1,1.7932201812511455,21.562868402593203,980.6864666638385,8.542422196839107,0.0,False,True
6,30.312787115573883,40,21.39575866420875,3,2.141185104154665,21.562868402593203,1601.3455679051672,5.813691159342044,0.0,False,True
7,28.292256891727448,40,20.150763247537277,4,1.2031434201296598,21.562868402593203,1020.7077947062984,4.827506896788217,0.0,False,True
8,30.091586530208588,40,20.900763228769115,2,2.43541952568924,21.562868402593203,301.5842849820107,5.648969266179904,0.0,False,True
9,29.24890524148941,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,478.5394049552982,22.03244532039589,0.0,False,True
10,29.247789442539215,40,20.150763247537277,2,1.2031434201296598,21.562868402593203,759.3076776364005,31.916823313866455,0.0,False,True
11,30.003367960453033,40,20.77576323191228,2,1.7952813696549625,21.562868402593203,271.6926741343042,9.264727277557153,0.0,False,True
12,29.224815011024475,40,20.150763247537277,4,1.2031434201296598,21.562868402593203,123.4518339461428,26.619414618936027,0.0,False,True
13,30.093988478183746,40,22.650763185036737,4,1.859186558129244,20.8544411731307,165.4786335856505,5.420367456397088,0.0,False,True
14,29.360815048217773,40,20.150763247537277,1,1.2031434201296598,21.562868402593203,217.57352082298928,5.0846160799576365,0.0,False,True
15,30.396243512630463,40,20.979390819570245,0,1.8991424540624322,21.562868402593203,53.42219110445885,9.143543544804505,0.0,False,True
16,29.89414817094803,40,20.650763235037275,0,1.6814545292967797,21.562868402593203,240.00079902305487,6.3874769901851245,0.0,False,True
17,29.15878677368164,40,20.150763247537277,4,1.2031434201296598,21.562868402593203,142.65297110122967,23.131213178133283,0.0,False,True
