episode,total_reward,steps,avg_speed_ms,lane_changes,avg_jerk,max_jerk,avg_ttc,min_ttc,ttc_violation_rate,collision,success
1,29.870039,40,20.65076323503728,1,1.6814543829515411,21.562868402593203,424.29155289092864,6.444480925395461,0.0,False,True
2,28.871775,40,20.275763244399023,2,1.5822779412791854,21.562868402593203,3394.434996567343,9.169433948677396,0.0,False,True
3,29.360823,40,20.150763247537277,1,1.2031434201296598,21.562868402593203,276.14333315261,18.75920394332253,0.0,False,True
4,30.427485,40,21.150763222537194,1,2.1595940333361985,21.562868402593203,532.3428061009043,11.953094433068168,0.0,False,True
5,29.181017,40,20.150763247537277,4,1.2031434201296598,21.562868402593203,53.44740337292317,19.351952138157024,0.0,False,True
6,30.693216,40,21.39563384710603,1,2.1407503930086698,21.562868402593203,260.04324708006084,3.394392880810147,0.0,False,True
7,28.471926,40,20.150763247537277,1,1.2031434201296598,21.562868402593203,117.97013935463252,20.70807734072627,0.0,False,True
8,29.244692,40,20.254402215618036,3,1.2640603321448574,21.562868402593203,1106.1554822924513,20.03614112611685,0.0,False,True
9,29.894154,40,20.65076323503728,1,1.6814495179486062,21.562868402593203,961.9740230984349,4.935216773897279,0.0,False,True
10,29.470041,40,20.27576324441228,2,1.5822736613890407,21.562868402593203,202.72590120607086,17.549825180248625,0.0,False,True
11,30.02653,40,21.39990799721749,4,1.8491574961003319,20.8544411731307,826.4685660432355,6.125373252716131,0.0,False,True
12,30.13846,40,21.025738053526993,3,2.0279417923693748,21.562868402593203,65.29178560459609,11.129349905168352,0.0,False,True
13,29.427444,40,21.15076322253728,6,1.6883349004818573,21.562868402593203,153.27811635307484,6.828178850844058,0.0,False,True
14,8.271363,12,20.848007335614664,0,4.213534427320937,21.562868402593203,23.433485051449892,1.904789889527062,0.08333332638888948,True,False
15,28.871931,40,20.150763247537277,3,1.2031434201296598,21.562868402593203,226.2277415269554,25.926463972546834,0.0,False,True
16,29.711359,40,20.254402215618036,0,1.2640603321448574,21.562868402593203,1008.020978106902,20.6090101191618,0.0,False,True
17,29.383043,40,20.525763238162277,2,1.3741423646874704,20.8544411731307,830.8379910215672,2.8385716270003973,0.0,False,True
18,29.69415,40,20.650763235037275,2,1.6814545292968828,21.562868402593203,1062.7225000207536,8.134673703877729,0.0,False,True
19,29.424927,40,20.27576324441228,3,1.5821313815589533,21.562868402593203,200.5515949400243,5.5494795013276805,0.0,False,True
20,29.912271,40,20.775763231912276,4,2.0605890505106728,29.1455588268693,51.48804548180912,12.763462420297884,0.0,False,True
